Adventure,Animation,Children,Comedy,Fantasy,Romance,Drama,Action,Crime,Thriller,Horror,Mystery,Sci-Fi,War,Musical,Documentary,Western,Film-Noir
0.42180116816725505,0.14390863384529878,0.2084194007414672,0.41187643479861374,0.23323123416307043,0.12902153379233683,0.337440934533804,0.44661300158885825,0.22330650079442912,0.2729301676376356,0.084360233633451,0.08932260031777166,0.1984946673728259,0.10917206705505425,0.10917206705505425,0.0,0.03473656679024453,0.004962366684320647
0.11330843619007469,0.0,0.0,0.2643863511101743,0.0,0.0377694787300249,0.6420811384104232,0.41546426603027387,0.37769478730024897,0.37769478730024897,0.0377694787300249,0.0755389574600498,0.1510779149200996,0.0377694787300249,0.0,0.11330843619007469,0.0377694787300249,0.0
0.3309112606779028,0.12033136751923737,0.1504142093990467,0.2707455769182841,0.12033136751923737,0.1504142093990467,0.4813254700769495,0.4211597863173308,0.060165683759618685,0.2105798931586654,0.24066273503847474,0.030082841879809342,0.4512426281971401,0.1504142093990467,0.030082841879809342,0.0,0.0,0.0
0.15766924899306536,0.03262122392959973,0.05436870654933288,0.565434548113062,0.10330054244373248,0.31533849798613073,0.6524244785919946,0.1359217663733322,0.1467955076831988,0.20660108488746495,0.021747482619733152,0.12504802506346563,0.06524244785919946,0.03805809458453302,0.08698993047893261,0.010873741309866576,0.05436870654933288,0.021747482619733152
0.20313468644761024,0.15235101483570768,0.22852652225356151,0.3808775370892692,0.17774285064165896,0.2793101938654641,0.634795895148782,0.22852652225356151,0.30470202967141535,0.22852652225356151,0.02539183580595128,0.02539183580595128,0.05078367161190256,0.07617550741785384,0.1269591790297564,0.0,0.05078367161190256,0.0
0.19633846389695708,0.05848379775654041,0.19633846389695708,0.5305315939343309,0.10861276726214648,0.29241898878270206,0.5848379775654041,0.267354504029899,0.14620949439135103,0.2840641605317677,0.07937086838387628,0.06266121188200759,0.08772569663481061,0.050128969505606066,0.050128969505606066,0.0,0.0459515553801389,0.008354828250934344
0.3891847670190867,0.10089975441235581,0.10810687972752409,0.35314914044324536,0.16576388224887026,0.21621375945504817,0.4108061429645915,0.4612560201707694,0.18738525819437507,0.3099063885522357,0.03603562657584136,0.10089975441235581,0.3026992632370674,0.08648550378201926,0.06486412783651445,0.0,0.007207125315168272,0.014414250630336543
0.2584838775709391,0.023498534324630827,0.09399413729852331,0.5639648237911399,0.09399413729852331,0.32897948054483156,0.4464721521679857,0.28198241189556994,0.21148680892167745,0.37597654919409323,0.046997068649261654,0.07049560297389248,0.09399413729852331,0.07049560297389248,0.023498534324630827,0.0,0.046997068649261654,0.0
0.2952692976787463,0.02952692976787463,0.02952692976787463,0.44290394651811943,0.05905385953574926,0.17716157860724777,0.6200655251253673,0.23621543814299703,0.2066885083751224,0.32479622744662096,0.14763464883937316,0.08858078930362388,0.23621543814299703,0.05905385953574926,0.02952692976787463,0.0,0.02952692976787463,0.02952692976787463
0.21742209989183114,0.1052042418831441,0.09819062575760117,0.5540756739178923,0.11923147413422998,0.5470620577923493,0.5049803610390917,0.18235401926411646,0.09117700963205823,0.09117700963205823,0.01402723225108588,0.02104084837662882,0.0350680806277147,0.02805446450217176,0.06312254512988646,0.0,0.0,0.0
0.2633144026474015,0.0,0.0,0.17554293509826768,0.014628577924855639,0.19017151302312332,0.35108587019653537,0.6729145845433594,0.19017151302312332,0.46811449359538043,0.014628577924855639,0.04388573377456692,0.1462857792485564,0.08777146754913384,0.0,0.0,0.029257155849711277,0.0
0.06125638918316888,0.03062819459158444,0.0,0.5513075026485199,0.12251277836633775,0.6431920864232732,0.490051113465351,0.06125638918316888,0.03062819459158444,0.09188458377475332,0.0,0.0,0.09188458377475332,0.03062819459158444,0.0,0.0,0.0,0.0
0.22071356783331292,0.0,0.0,0.40464154102774036,0.036785594638885484,0.22071356783331292,0.5885695142221677,0.3678559463888548,0.11035678391665646,0.40464154102774036,0.1839279731944274,0.07357118927777097,0.1839279731944274,0.07357118927777097,0.0,0.0,0.036785594638885484,0.0
0.22852652225356151,0.0,0.05078367161190256,0.43166120870117175,0.02539183580595128,0.3554857012833179,0.6094040593428307,0.30470202967141535,0.17774285064165896,0.33009386547736663,0.02539183580595128,0.05078367161190256,0.05078367161190256,0.10156734322380512,0.02539183580595128,0.0,0.10156734322380512,0.0
0.42631197848976715,0.1645414653820154,0.15706230786465106,0.2094164104862014,0.11966652027782937,0.09722904772573636,0.40387450593767416,0.4412702935244958,0.14210399282992237,0.3290829307640308,0.0822707326910077,0.08974989020837203,0.4412702935244958,0.03739578758682168,0.03739578758682168,0.0,0.014958315034728671,0.0
0.24614568998208874,0.14768741398925325,0.0984582759928355,0.30768211247761096,0.196916551985671,0.15999469848835768,0.590749655957013,0.30768211247761096,0.2953748279785065,0.3569112504740287,0.061536422495522186,0.15999469848835768,0.196916551985671,0.13538012949014883,0.0,0.012307284499104438,0.012307284499104438,0.061536422495522186
0.3776782946782564,0.10790808419378756,0.07553565893565128,0.20502535996819635,0.18344374312943884,0.07553565893565128,0.5503312293883165,0.42084152835577143,0.34530586942012015,0.2913518273232264,0.032372425258136266,0.10790808419378756,0.2158161683875751,0.09711727577440879,0.032372425258136266,0.010790808419378755,0.06474485051627253,0.02158161683875751
0.31452359196554674,0.06866360106290105,0.07752342055488828,0.32781332120352763,0.11517765339583402,0.09745801441185956,0.4828601623133042,0.4629255684563329,0.3056637724735595,0.37432737353646056,0.03322432309495212,0.12403747288782126,0.2436450360296489,0.035439277967948934,0.026579458475961697,0.019934593856971272,0.02436450360296489,0.017719638983974467
0.2721514193032739,0.08320552946851686,0.17681175012059833,0.6552435445645702,0.16641105893703373,0.23228210309960956,0.2617507281197093,0.2600172795891152,0.1248082942027753,0.35189005171060256,0.19414623542653933,0.10054001477445787,0.22014796338545087,0.015601036775346912,0.06413759563198175,0.0,0.019067933836535114,0.015601036775346912
0.37695738520006916,0.28490965160470344,0.48653802043264743,0.4602386679768286,0.21039481964655024,0.1753290163721252,0.3112090040605222,0.2060115942372471,0.10958063523257824,0.1621793401442158,0.05259870491163756,0.07013160654885008,0.09643095900466886,0.01753290163721252,0.24107739751167215,0.00876645081860626,0.00876645081860626,0.00438322540930313
0.4180905362191269,0.13700141864807547,0.14408769892297593,0.4747807784183305,0.14881188577290957,0.1535360726228432,0.22203678194688092,0.533833114042501,0.17243282002257776,0.28817539784595186,0.03543140137450228,0.042517681649402735,0.2503819030464828,0.01889674739973455,0.03543140137450228,0.0,0.009448373699867275,0.004724186849933637
0.24013417160040426,0.11083115612326351,0.11083115612326351,0.3602012574006064,0.147774874831018,0.20319045289264975,0.6742228664165196,0.27707789030815877,0.27707789030815877,0.27707789030815877,0.055415578061631755,0.11083115612326351,0.13853894515407938,0.055415578061631755,0.009235929676938625,0.04617964838469313,0.009235929676938625,0.009235929676938625
0.16483958839646867,0.09157754910914925,0.027473264732744775,0.2197861178619582,0.12820856875280895,0.1098930589309791,0.7051471281404493,0.24725938259470298,0.3571524415256821,0.3479946866147672,0.027473264732744775,0.20147060804012837,0.15568183348555373,0.05494652946548955,0.0,0.01831550982182985,0.027473264732744775,0.10073530402006418
0.2988659668509151,0.01811308890005546,0.01811308890005546,0.4528272225013865,0.13584816675041597,0.2988659668509151,0.3622617780011092,0.5071664892015529,0.2083005223506378,0.30792251130094284,0.03622617780011092,0.1177350778503605,0.22641361125069326,0.06339581115019412,0.00905654445002773,0.0,0.0,0.0
0.5181632471383237,0.1110349815296408,0.1110349815296408,0.07402332101976053,0.1110349815296408,0.037011660509880265,0.4441399261185632,0.555174907648204,0.14804664203952106,0.14804664203952106,0.0,0.07402332101976053,0.33310494458892237,0.14804664203952106,0.0,0.0,0.0,0.0
0.2699527623995085,0.0,0.04499212706658475,0.22496063533292376,0.0,0.0899842541331695,0.359937016532678,0.44992127066584753,0.359937016532678,0.6298897789321866,0.04499212706658475,0.04499212706658475,0.04499212706658475,0.04499212706658475,0.0,0.0,0.0,0.0
0.47474243753918555,0.17702260382817087,0.3942776176172897,0.4023240996094793,0.17702260382817087,0.18506908582036047,0.36209168964853133,0.3379522436719626,0.0563253739453271,0.1126507478906542,0.01609296398437917,0.024139445976568755,0.2574874237500667,0.12069722988284379,0.10460426589846461,0.0,0.08046481992189586,0.008046481992189585
0.22577393679730096,0.009486299865432812,0.00758903989234625,0.18213695741631,0.05691779919259688,0.07778765889654907,0.6773218103919029,0.3718629547249663,0.28458899596298437,0.3851437745365722,0.05122601927333719,0.1062465584928475,0.2333629766896472,0.09676025862741469,0.009486299865432812,0.003794519946173125,0.0455342393540775,0.011383559838519375
0.2781030092611085,0.013243000441005166,0.026486000882010332,0.14567300485105683,0.052972001764020664,0.07945800264603099,0.6621500220502583,0.41053301367116013,0.19864500661507747,0.2781030092611085,0.026486000882010332,0.09270100308703616,0.238374007938093,0.29134600970211366,0.039729001323015496,0.026486000882010332,0.1191870039690465,0.013243000441005166
0.4938814826645346,0.12996881122750908,0.07798128673650545,0.12996881122750908,0.10397504898200728,0.05198752449100364,0.18195633571851275,0.6498440561375455,0.18195633571851275,0.12996881122750908,0.02599376224550182,0.02599376224550182,0.44189395817353094,0.02599376224550182,0.0,0.0,0.0,0.0
0.3504519851369983,0.11681732837899944,0.16354425973059922,0.5139962448675975,0.23363465675799888,0.3738154508127982,0.3504519851369983,0.3504519851369983,0.07009039702739966,0.25699812243379877,0.046726931351599776,0.023363465675799888,0.210271191082199,0.023363465675799888,0.11681732837899944,0.023363465675799888,0.0,0.0
0.2044398826909146,0.02271554252121273,0.06814662756363819,0.4883841642060737,0.13629325512727639,0.340733137818191,0.4997419354666801,0.340733137818191,0.21579765395152095,0.3748064516000101,0.034073313781819096,0.09086217008485092,0.12493548386667003,0.034073313781819096,0.02271554252121273,0.011357771260606365,0.011357771260606365,0.0
0.06763398671799976,0.040580392030799856,0.05410718937439981,0.39227712296439865,0.040580392030799856,0.3719869269489987,0.7777908472569973,0.09468758140519967,0.17584836546679938,0.20290196015399928,0.013526797343599952,0.06087058804619978,0.047343790702599836,0.05410718937439981,0.040580392030799856,0.0,0.006763398671799976,0.013526797343599952
0.3031258473403615,0.08161080505317425,0.023317372872335502,0.43137139813820674,0.1632216101063485,0.233173728723355,0.279808474468026,0.5945930082445553,0.12824555079784525,0.3031258473403615,0.10492817792550975,0.08161080505317425,0.26814978803185824,0.05829343218083875,0.0,0.011658686436167751,0.023317372872335502,0.0
0.26650089544451305,0.053300179088902604,0.10660035817780521,0.5330017908890261,0.10660035817780521,0.47970161180012344,0.47970161180012344,0.21320071635561041,0.21320071635561041,0.21320071635561041,0.0,0.053300179088902604,0.053300179088902604,0.053300179088902604,0.053300179088902604,0.0,0.10660035817780521,0.0
0.2559372500614013,0.0,0.05906244232186183,0.4528120578009407,0.05906244232186183,0.2559372500614013,0.5315619808967564,0.354374653931171,0.334687173157217,0.2756247308353552,0.019687480773953943,0.19687480773953944,0.09843740386976972,0.09843740386976972,0.019687480773953943,0.0,0.019687480773953943,0.039374961547907886
0.3965452776772877,0.04956815970966096,0.09913631941932192,0.3965452776772877,0.09913631941932192,0.09913631941932192,0.3965452776772877,0.34697711796762676,0.34697711796762676,0.4461134373869487,0.04956815970966096,0.0,0.19827263883864385,0.04956815970966096,0.09913631941932192,0.0,0.04956815970966096,0.0
0.23869964513501205,0.07459363910469127,0.11934982256750602,0.5221554737328389,0.10443109474656778,0.40280565116533285,0.5221554737328389,0.2834558285978268,0.1342685503884443,0.2685371007768886,0.044756183462814764,0.044756183462814764,0.08951236692562953,0.10443109474656778,0.07459363910469127,0.014918727820938253,0.07459363910469127,0.0
0.3727993699695971,0.27959952747719785,0.26794954716564795,0.3261994487233975,0.18639968498479856,0.11649980311549911,0.4077493109042469,0.3261994487233975,0.29124950778874775,0.26794954716564795,0.15144974405014883,0.09319984249239928,0.24464958654254812,0.01164998031154991,0.18639968498479856,0.0,0.01164998031154991,0.02329996062309982
0.2772493278087714,0.09643454880305091,0.21697773480686455,0.4942270626156359,0.14465182320457637,0.26519500920839,0.6027159300190682,0.2772493278087714,0.15670614180495773,0.18081477900572046,0.03616295580114409,0.03616295580114409,0.132597504604195,0.03616295580114409,0.08438023020266955,0.0,0.07232591160228818,0.0
0.1682863247674541,0.06119502718816512,0.045896270391123845,0.4487635327132109,0.10199171198027521,0.30597513594082565,0.6629461278717889,0.19888383836153667,0.2651784511487155,0.28557679354477056,0.06119502718816512,0.10199171198027521,0.10199171198027521,0.06629461278717888,0.01529875679704128,0.010199171198027521,0.010199171198027521,0.010199171198027521
0.2034068743150439,0.014125477382989159,0.039551336672369646,0.5960951455621425,0.0621521004851523,0.25143349741720705,0.4830913264982293,0.353136934574729,0.20058177883844605,0.3277110752853485,0.04802662310216314,0.07627757786814146,0.1243042009703046,0.05932700500855447,0.019775668336184823,0.008475286429793496,0.033901145719173985,0.005650190953195664
0.3497727668992939,0.13373664616737707,0.3291978982581589,0.45264711010496855,0.17488638344964694,0.25718585801418664,0.4320722414638336,0.3189104639375915,0.16459894912907946,0.29833559529645653,0.05143717160283733,0.041149737282269866,0.154311514808512,0.0308623029617024,0.1234492118468096,0.0,0.0308623029617024,0.0
0.44151078568834795,0.08830215713766959,0.06622661785325219,0.5077374035416001,0.06622661785325219,0.17660431427533918,0.26490647141300877,0.4856618642571827,0.08830215713766959,0.3752841678350957,0.06622661785325219,0.022075539284417398,0.19867985355975656,0.0,0.022075539284417398,0.0,0.0,0.0
0.2955750681952525,0.09255380923285683,0.16122276447013772,0.6598190916277858,0.13435230372511475,0.20600686571184262,0.36125841668308634,0.31647431544138144,0.15226594422179673,0.25377657370299456,0.04776970799115191,0.056726528239492896,0.2239205062085246,0.04179849449225793,0.08061138223506886,0.0029856067494469945,0.008956820248340984,0.0
